interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC	database source
Actr1b	SNCA	-	P37840	Biogrid
RNF10	UBE2D1	Q8N5U6	P51668	Biogrid
RNF10	SNCA	Q8N5U6	P37840	Biogrid
RNF10	TERF1	Q8N5U6	P54274	Biogrid
RNF10	ENO1	Q8N5U6	P06733	Biogrid
RNF10	SHMT2	Q8N5U6	P34897	Biogrid
RNF10	MOV10	Q8N5U6	Q9HCE1	Biogrid
RNF10	NXF1	Q8N5U6	Q9UBU9	Biogrid
RNF10	RC3H1	Q8N5U6	Q5TC82	Biogrid
AIP	IKBKG	O00170	Q9Y6K9	Biogrid
AIP	CSNK2A1	O00170	P68400	Biogrid
AIP	HIF1AN	O00170	Q9NWT6	Biogrid
FBXL14	DAPK1	Q8N1E6	P53355	Biogrid
PRMT8	PRMT8	Q9NR22	Q9NR22	Biogrid
PRMT8	COIL	Q9NR22	P38432	Biogrid
PRMT8	FBXW11	Q9NR22	Q9UKB1	Biogrid
WDR82	KMT2B	Q6UXN9	Q9UMN6	Biogrid
WDR82	POLR2A	Q6UXN9	P24928	Biogrid
WDR82	POLR2B	Q6UXN9	P30876	Biogrid
WDR82	ASH2L	Q6UXN9	Q9UBL3	Biogrid
WDR82	UCHL1	Q6UXN9	P09936	Biogrid
WDR82	PPIL3	Q6UXN9	Q9H2H8	Biogrid
WDR82	PHB	Q6UXN9	P35232	Biogrid
WDR82	NR2C2	Q6UXN9	P49116	Biogrid
SH3BP5	APP	O60239	P05067	Biogrid
SH3BP5	MOV10	O60239	Q9HCE1	Biogrid
SH3BP5	NXF1	O60239	Q9UBU9	Biogrid
SH3BP5	RAB11A	O60239	P62491	Biogrid
ZEB1	SMAD3	P37275	P84022	Biogrid
ZEB1	SMAD1	P37275	Q15797	Biogrid
ZEB1	CTBP1	P37275	Q13363	Biogrid
ZEB1	SMARCA4	P37275	P51532	Biogrid
ZEB1	SMAD7	P37275	O15105	Biogrid
ZEB1	CHEK1	P37275	O14757	Biogrid
ZEB1	PAN2	P37275	Q504Q3	Biogrid
HIP1R	FN1	O75146	P02751	Biogrid
HIP1R	CRKL	O75146	P46109	Biogrid
HIP1R	TUFM	O75146	P49411	Biogrid
HIP1R	CAPZA2	O75146	P47755	Biogrid
HIP1R	RALBP1	O75146	Q15311	Biogrid
Gnb1	NME2	-	P22392	Biogrid
Gnb1	SNCA	-	P37840	Biogrid
JMJD6	SSRP1	Q6NYC1	Q08945	Biogrid
JMJD6	LUC7L	Q6NYC1	Q9NQ29	Biogrid
JMJD6	PSMC1	Q6NYC1	P62191	Biogrid
JMJD6	APEH	Q6NYC1	P13798	Biogrid
JMJD6	PPM1G	Q6NYC1	O15355	Biogrid
JMJD6	SHMT2	Q6NYC1	P34897	Biogrid
JMJD6	MOV10	Q6NYC1	Q9HCE1	Biogrid
JMJD6	NXF1	Q6NYC1	Q9UBU9	Biogrid
JMJD6	DHX8	Q6NYC1	Q14562	Biogrid
JMJD6	SREK1	Q6NYC1	Q8WXA9	Biogrid
JMJD6	SRSF11	Q6NYC1	Q05519	Biogrid
JMJD6	DHX38	Q6NYC1	Q92620	Biogrid
JMJD6	NR2C2	Q6NYC1	P49116	Biogrid
SUPT7L	USP22	O94864	Q9UPT9	Biogrid
SUPT7L	TADA2B	O94864	Q86TJ2	Biogrid
NLRP3	TOP1	Q96P20	P11387	Biogrid
NLRP3	GEMIN2	Q96P20	O14893	Biogrid
NLRP3	YBX3	Q96P20	P16989	Biogrid
NLRP3	CBX5	Q96P20	P45973	Biogrid
NLRP3	PVRL3	Q96P20	-	Biogrid
NLRP3	LUC7L	Q96P20	Q9NQ29	Biogrid
NLRP3	ULK1	Q96P20	O75385	Biogrid
NLRP3	HDAC6	Q96P20	Q9UBN7	Biogrid
TRIM43	UBE2D1	Q96BQ3	P51668	Biogrid
TRIM43	UBE2K	Q96BQ3	P61086	Biogrid
TRIM43	MTIF2	Q96BQ3	P46199	Biogrid
RASL11B	Nedd4	Q9BPW5	-	Biogrid
RASL11B	APP	Q9BPW5	P05067	Biogrid
RXRA	RNF8	P19793	O76064	Biogrid
RXRA	THRB	P19793	P10828	Biogrid
RXRA	MYOD1	P19793	P15172	Biogrid
RXRA	NR1H2	P19793	P55055	Biogrid
RXRA	NFKB1	P19793	P19838	Biogrid
RXRA	NPAS2	P19793	Q99743	Biogrid
RXRA	VDR	P19793	P11473	Biogrid
RXRA	POLR2A	P19793	P24928	Biogrid
RXRA	SMARCA4	P19793	P51532	Biogrid
RXRA	RARB	P19793	P10826	Biogrid
RXRA	MAPK1	P19793	P28482	Biogrid
RXRA	RARG	P19793	P13631	Biogrid
RXRA	NR1I2	P19793	O75469	Biogrid
RXRA	KIF1A	P19793	Q12756	Biogrid
RXRA	GSK3B	P19793	P49841	Biogrid
RXRA	RXRA	P19793	P19793	Biogrid
RXRA	XRCC6	P19793	P12956	Biogrid
SERTAD3	KPNA2	Q9UJW9	P52292	Biogrid
CDC42SE1	SNCA	Q9NRR8	P37840	Biogrid
CDC42SE1	ENO1	Q9NRR8	P06733	Biogrid
CDC42SE1	MOV10	Q9NRR8	Q9HCE1	Biogrid
CDC42SE1	NXF1	Q9NRR8	Q9UBU9	Biogrid
CDC42SE1	DAPK1	Q9NRR8	P53355	Biogrid
CEBPE	TCEB2	Q15744	-	Biogrid
CEBPE	CEBPE	Q15744	Q15744	Biogrid
HMGCR	UBC	P04035	P0CG48	Biogrid
HMGCR	TCTN3	P04035	Q6NUS6	Biogrid
HMGCR	KCNS3	P04035	Q9BQ31	Biogrid
HMGCR	RAB1A	P04035	P62820	Biogrid
HMGCR	RAB1B	P04035	Q9H0U4	Biogrid
HMGCR	IGF2BP1	P04035	Q9NZI8	Biogrid
HMGCR	CTBP1	P04035	Q13363	Biogrid
CDKL1	ANKRD28	Q00532	O15084	Biogrid
RC3H1	ERH	Q5TC82	P84090	Biogrid
RC3H1	KPNA2	Q5TC82	P52292	Biogrid
RC3H1	SNRNP70	Q5TC82	P08621	Biogrid
RC3H1	UBE2A	Q5TC82	P49459	Biogrid
RC3H1	ATP5C1	Q5TC82	-	Biogrid
RC3H1	YBX3	Q5TC82	P16989	Biogrid
RC3H1	LUC7L	Q5TC82	Q9NQ29	Biogrid
RC3H1	NCL	Q5TC82	P19338	Biogrid
RC3H1	NPM1	Q5TC82	P06748	Biogrid
RC3H1	PABPN1	Q5TC82	Q86U42	Biogrid
RC3H1	RPL18	Q5TC82	Q07020	Biogrid
RC3H1	RPS25	Q5TC82	P62851	Biogrid
RC3H1	RPS3A	Q5TC82	P61247	Biogrid
RC3H1	RPS5	Q5TC82	P46782	Biogrid
RC3H1	SF3B2	Q5TC82	Q13435	Biogrid
RC3H1	STK38L	Q5TC82	Q9Y2H1	Biogrid
RC3H1	VARS	Q5TC82	-	Biogrid
RC3H1	WIZ	Q5TC82	O95785	Biogrid
RC3H1	XRCC6	Q5TC82	P12956	Biogrid
RC3H1	FXR2	Q5TC82	P51116	Biogrid
RC3H1	RBM15	Q5TC82	Q96T37	Biogrid
RC3H1	SRP72	Q5TC82	O76094	Biogrid
RC3H1	SPIN1	Q5TC82	Q9Y657	Biogrid
RC3H1	PTBP1	Q5TC82	P26599	Biogrid
RC3H1	PLRG1	Q5TC82	O43660	Biogrid
RC3H1	YBX1	Q5TC82	P67809	Biogrid
RC3H1	HNRNPAB	Q5TC82	Q99729	Biogrid
RC3H1	IGF2BP1	Q5TC82	Q9NZI8	Biogrid
RC3H1	RPS27A	Q5TC82	P62979	Biogrid
RC3H1	POP1	Q5TC82	Q99575	Biogrid
RC3H1	MOV10	Q5TC82	Q9HCE1	Biogrid
RC3H1	SREK1	Q5TC82	Q8WXA9	Biogrid
RC3H1	HNRNPDL	Q5TC82	O14979	Biogrid
RC3H1	ILF3	Q5TC82	Q12906	Biogrid
RC3H1	HERC5	Q5TC82	Q9UII4	Biogrid
RC3H1	PCBP2	Q5TC82	Q15366	Biogrid
RC3H1	GNB2L1	Q5TC82	-	Biogrid
RC3H1	SNRPA1	Q5TC82	P09661	Biogrid
RC3H1	SRPK1	Q5TC82	Q96SB4	Biogrid
RC3H1	TOP1	Q5TC82	P11387	Biogrid
RC3H1	GEMIN5	Q5TC82	Q8TEQ6	Biogrid
RC3H1	MARK3	Q5TC82	P27448	Biogrid
RC3H1	SRP68	Q5TC82	Q9UHB9	Biogrid
RC3H1	EIF2B2	Q5TC82	P49770	Biogrid
RC3H1	RPS12	Q5TC82	P25398	Biogrid
RC3H1	RPS23	Q5TC82	P62266	Biogrid
RC3H1	HSPA4L	Q5TC82	O95757	Biogrid
RC3H1	HNRNPH2	Q5TC82	P55795	Biogrid
RC3H1	TUBA4A	Q5TC82	P68366	Biogrid
RC3H1	KRT31	Q5TC82	Q15323	Biogrid
RC3H1	KRT1	Q5TC82	P04264	Biogrid
UNC45A	MAX	Q9H3U1	P61244	Biogrid
UNC45A	CLN3	Q9H3U1	Q13286	Biogrid
UNC45A	MID2	Q9H3U1	Q9UJV3	Biogrid
UNC45A	NAPA	Q9H3U1	P54920	Biogrid
UNC45A	PPME1	Q9H3U1	Q9Y570	Biogrid
UNC45A	RAP1GDS1	Q9H3U1	P52306	Biogrid
UNC45A	FBF1	Q9H3U1	Q8TES7	Biogrid
UNC45A	CAPZA2	Q9H3U1	P47755	Biogrid
UNC45A	CDK17	Q9H3U1	Q00537	Biogrid
UNC45A	SLC27A2	Q9H3U1	O14975	Biogrid
UNC45A	HIF1A	Q9H3U1	Q16665	Biogrid
CS	SHMT2	O75390	P34897	Biogrid
CS	MOV10	O75390	Q9HCE1	Biogrid
CS	NXF1	O75390	Q9UBU9	Biogrid
CS	CUL7	O75390	Q14999	Biogrid
CS	ATG16L1	O75390	Q676U5	Biogrid
CS	NR2C2	O75390	P49116	Biogrid
SSSCA1	SSSCA1	-	-	Biogrid
SSSCA1	FXR2	-	P51116	Biogrid
SSSCA1	UBQLN1	-	Q9UMX0	Biogrid
SSSCA1	UBE2D1	-	P51668	Biogrid
SSSCA1	STAT3	-	P40763	Biogrid
SSSCA1	Cct2	-	-	Biogrid
SSSCA1	WDR76	-	Q9H967	Biogrid
SSSCA1	GEMIN5	-	Q8TEQ6	Biogrid
SSSCA1	DDB2	-	Q92466	Biogrid
DAPK1	IKBKG	P53355	Q9Y6K9	Biogrid
DAPK1	DAPK1	P53355	P53355	Biogrid
DAPK1	MAPK1	P53355	P28482	Biogrid
DAPK1	CAPZA2	P53355	P47755	Biogrid
DAPK1	EEF2	P53355	P13639	Biogrid
DAPK1	SCEL	P53355	O95171	Biogrid
DAPK1	FBXW11	P53355	Q9UKB1	Biogrid
DAPK1	MTHFD2	P53355	P13995	Biogrid
DAPK1	PIM1	P53355	P11309	Biogrid
DAPK1	TRAPPC2	P53355	P0DI81	Biogrid
DAPK1	C17orf85	P53355	-	Biogrid
RNF2	EIF3A	Q99496	Q14152	Biogrid
RNF2	SSRP1	Q99496	Q08945	Biogrid
RNF2	ERH	Q99496	P84090	Biogrid
RNF2	MAX	Q99496	P61244	Biogrid
RNF2	SNRNP70	Q99496	P08621	Biogrid
RNF2	CBX4	Q99496	O00257	Biogrid
RNF2	UBE2K	Q99496	P61086	Biogrid
RNF2	UBE2D1	Q99496	P51668	Biogrid
RNF2	TFCP2	Q99496	Q12800	Biogrid
RNF2	PSMC4	Q99496	P43686	Biogrid
RNF2	CENPA	Q99496	P49450	Biogrid
RNF2	PHB	Q99496	P35232	Biogrid
RNF2	RNF2	Q99496	Q99496	Biogrid
RNF2	TERF1	Q99496	P54274	Biogrid
RNF2	PCGF3	Q99496	Q3KNV8	Biogrid
RNF2	CBX2	Q99496	Q14781	Biogrid
RNF2	CSNK2A1	Q99496	P68400	Biogrid
RNF2	MAPKAPK3	Q99496	Q16644	Biogrid
RNF2	UBC	Q99496	P0CG48	Biogrid
RNF2	AMBRA1	Q99496	Q9C0C7	Biogrid
RNF2	NCL	Q99496	P19338	Biogrid
RNF2	RPS3A	Q99496	P61247	Biogrid
RNF2	ILF3	Q99496	Q12906	Biogrid
RNF2	YBX1	Q99496	P67809	Biogrid
RNF2	SF3B2	Q99496	Q13435	Biogrid
RNF2	TUFM	Q99496	P49411	Biogrid
RNF2	GNB2L1	Q99496	-	Biogrid
RNF2	SMARCA4	Q99496	P51532	Biogrid
RNF2	YBX3	Q99496	P16989	Biogrid
RNF2	TFRC	Q99496	P02786	Biogrid
RNF2	SLC25A10	Q99496	Q9UBX3	Biogrid
RNF2	POLR2B	Q99496	P30876	Biogrid
RNF2	EEF2	Q99496	P13639	Biogrid
RNF2	PTBP1	Q99496	P26599	Biogrid
RNF2	HNRNPDL	Q99496	O14979	Biogrid
RNF2	RAD21	Q99496	O60216	Biogrid
RNF2	EIF2S1	Q99496	P05198	Biogrid
RNF2	G3BP1	Q99496	Q13283	Biogrid
RNF2	CPT1A	Q99496	P50416	Biogrid
RNF2	C17orf85	Q99496	-	Biogrid
RNF2	ATP5C1	Q99496	-	Biogrid
RNF2	RBBP4	Q99496	Q09028	Biogrid
RNF2	WIZ	Q99496	O95785	Biogrid
RNF2	CHCHD3	Q99496	Q9NX63	Biogrid
RNF2	PELP1	Q99496	Q8IZL8	Biogrid
RNF2	ARPC4	Q99496	P59998	Biogrid
RNF2	MOV10	Q99496	Q9HCE1	Biogrid
RNF2	APP	Q99496	P05067	Biogrid
RNF2	FXR2	Q99496	P51116	Biogrid
RNF2	HNRNPAB	Q99496	Q99729	Biogrid
RNF2	TUBB2A	Q99496	Q13885	Biogrid
RNF2	NOC2L	Q99496	Q9Y3T9	Biogrid
RNF2	NAPA	Q99496	P54920	Biogrid
RNF2	SEC13	Q99496	P55735	Biogrid
RNF2	RPS12	Q99496	P25398	Biogrid
RNF2	PPP6R3	Q99496	Q5H9R7	Biogrid
RNF2	SRP72	Q99496	O76094	Biogrid
RNF2	SMARCE1	Q99496	Q969G3	Biogrid
RNF2	SRP68	Q99496	Q9UHB9	Biogrid
RNF2	SAP18	Q99496	O00422	Biogrid
RNF2	CDK13	Q99496	Q14004	Biogrid
RNF2	TOP1	Q99496	P11387	Biogrid
RNF2	MMS19	Q99496	Q96T76	Biogrid
RNF2	TUBAL3	Q99496	A6NHL2	Biogrid
RNF2	Cbx7	Q99496	-	Biogrid
RNF2	FOXJ2	Q99496	Q9P0K8	Biogrid
RNF2	PAN2	Q99496	Q504Q3	Biogrid
RNF2	DDB2	Q99496	Q92466	Biogrid
RNF2	MXD1	Q99496	Q05195	Biogrid
RNF2	NUPR1	Q99496	O60356	Biogrid
PELP1	STAT3	Q8IZL8	P40763	Biogrid
PELP1	SNCA	Q8IZL8	P37840	Biogrid
PELP1	FN1	Q8IZL8	P02751	Biogrid
PELP1	NFKB1	Q8IZL8	P19838	Biogrid
PELP1	CUL7	Q8IZL8	Q14999	Biogrid
PELP1	NPM1	Q8IZL8	P06748	Biogrid
DNMT3B	CBX5	Q9UBC3	P45973	Biogrid
DNMT3B	CUL2	Q9UBC3	Q13617	Biogrid
DNMT3B	POLR2A	Q9UBC3	P24928	Biogrid
DNMT3B	RBBP4	Q9UBC3	Q09028	Biogrid
GANAB	CLN3	Q14697	Q13286	Biogrid
GANAB	GBAS	Q14697	-	Biogrid
GANAB	UBA5	Q14697	Q9GZZ9	Biogrid
GANAB	TERF1	Q14697	P54274	Biogrid
GANAB	Mapk13	Q14697	-	Biogrid
GANAB	HSP90B1	Q14697	P14625	Biogrid
GANAB	HDAC6	Q14697	Q9UBN7	Biogrid
GANAB	XRCC6	Q14697	P12956	Biogrid
GANAB	CUL7	Q14697	Q14999	Biogrid
GANAB	TCTN3	Q14697	Q6NUS6	Biogrid
GANAB	PTPRN	Q14697	Q16849	Biogrid
GANAB	ZNF703	Q14697	Q9H7S9	Biogrid
GANAB	SOAT1	Q14697	P35610	Biogrid
GANAB	CSNK2A1	Q14697	P68400	Biogrid
GANAB	PHB	Q14697	P35232	Biogrid
GANAB	NR2C2	Q14697	P49116	Biogrid
C21orf59	APP	-	P05067	Biogrid
C21orf59	STK3	-	Q13188	Biogrid
C21orf59	C21orf59	-	-	Biogrid
WDHD1	POLR2A	O75717	P24928	Biogrid
WDHD1	FOXJ2	O75717	Q9P0K8	Biogrid
TRIP13	PARK2	Q15645	-	Biogrid
TRIP13	TRIP13	Q15645	Q15645	Biogrid
TRIP13	ZNF655	Q15645	Q8N720	Biogrid
TRIP13	PBLD	Q15645	P30039	Biogrid
TRIP13	CLN3	Q15645	Q13286	Biogrid
TRIP13	RHOXF2	Q15645	Q9BQY4	Biogrid
TRIP13	MMS19	Q15645	Q96T76	Biogrid
TRIP13	MVP	Q15645	Q14764	Biogrid
TRIP13	VDR	Q15645	P11473	Biogrid
TRIP13	METTL8	Q15645	Q9H825	Biogrid
TRIP13	HIF1AN	Q15645	Q9NWT6	Biogrid
TRIP13	HIF1A	Q15645	Q16665	Biogrid
TRIP13	PHB	Q15645	P35232	Biogrid
TRIP13	NR2C2	Q15645	P49116	Biogrid
CAMKV	APP	Q8NCB2	P05067	Biogrid
HEXIM1	EIF3A	O94992	Q14152	Biogrid
HEXIM1	ERH	O94992	P84090	Biogrid
HEXIM1	SSRP1	O94992	Q08945	Biogrid
HEXIM1	IMMT	O94992	Q16891	Biogrid
HEXIM1	KPNA2	O94992	P52292	Biogrid
HEXIM1	TERF1	O94992	P54274	Biogrid
HEXIM1	HIF1A	O94992	Q16665	Biogrid
HEXIM1	SHMT2	O94992	P34897	Biogrid
HEXIM1	MOV10	O94992	Q9HCE1	Biogrid
HEXIM1	NXF1	O94992	Q9UBU9	Biogrid
HEXIM1	CSNK2A1	O94992	P68400	Biogrid
HEXIM1	EEF1A2	O94992	Q05639	Biogrid
HEXIM1	SRSF11	O94992	Q05519	Biogrid
HEXIM1	HEXIM1	O94992	O94992	Biogrid
HEXIM1	TUBB2A	O94992	Q13885	Biogrid
HEXIM1	YBX1	O94992	P67809	Biogrid
HEXIM1	YBX3	O94992	P16989	Biogrid
HEXIM1	FGFR3	O94992	P22607	Biogrid
HEXIM1	CDK17	O94992	Q00537	Biogrid
HEXIM1	CDK13	O94992	Q14004	Biogrid
HEXIM1	TUBA4A	O94992	P68366	Biogrid
HEXIM1	TUBAL3	O94992	A6NHL2	Biogrid
HEXIM1	RPS12	O94992	P25398	Biogrid
HEXIM1	RPS5	O94992	P46782	Biogrid
HEXIM1	KRT1	O94992	P04264	Biogrid
HEXIM1	RPS3A	O94992	P61247	Biogrid
HEXIM1	NCL	O94992	P19338	Biogrid
HEXIM1	HSPA4L	O94992	O95757	Biogrid
HEXIM1	NPM1	O94992	P06748	Biogrid
HEXIM1	PHB	O94992	P35232	Biogrid
HEXIM1	RPS25	O94992	P62851	Biogrid
HEXIM1	CCT6B	O94992	Q92526	Biogrid
HEXIM1	KRT14	O94992	P02533	Biogrid
HEXIM1	IGF2BP1	O94992	Q9NZI8	Biogrid
HEXIM1	PCBP2	O94992	Q15366	Biogrid
HEXIM1	RBBP4	O94992	Q09028	Biogrid
HEXIM1	MYL12A	O94992	P19105	Biogrid
HEXIM1	RPL26L1	O94992	Q9UNX3	Biogrid
HEXIM1	SF3B2	O94992	Q13435	Biogrid
HEXIM1	PSMC1	O94992	P62191	Biogrid
HEXIM1	SNRPA1	O94992	P09661	Biogrid
HEXIM1	ILF3	O94992	Q12906	Biogrid
HEXIM1	POP1	O94992	Q99575	Biogrid
HEXIM1	HNRNPDL	O94992	O14979	Biogrid
HEXIM1	HNRNPAB	O94992	Q99729	Biogrid
HEXIM1	ACTR1A	O94992	P61163	Biogrid
HEXIM1	EEF2	O94992	P13639	Biogrid
HEXIM1	PSMA8	O94992	Q8TAA3	Biogrid
HEXIM1	CMBL	O94992	Q96DG6	Biogrid
HEXIM1	UBC	O94992	P0CG48	Biogrid
HEXIM1	RPS27A	O94992	P62979	Biogrid
HEXIM1	PSMC4	O94992	P43686	Biogrid
HEXIM1	RPLP0P6	O94992	Q8NHW5	Biogrid
HEXIM1	EIF3H	O94992	O15372	Biogrid
HEXIM1	RPS23	O94992	P62266	Biogrid
HEXIM1	HSP90B1	O94992	P14625	Biogrid
HEXIM1	HNRNPH2	O94992	P55795	Biogrid
HEXIM1	ENO1	O94992	P06733	Biogrid
HEXIM1	XRCC6	O94992	P12956	Biogrid
HEXIM1	PRDX3	O94992	P30048	Biogrid
HEXIM1	TOP1	O94992	P11387	Biogrid
HEXIM1	MAPK1	O94992	P28482	Biogrid
HEXIM1	XRN2	O94992	Q9H0D6	Biogrid
HEXIM1	SRP68	O94992	Q9UHB9	Biogrid
HEXIM1	G3BP1	O94992	Q13283	Biogrid
HEXIM1	CHCHD3	O94992	Q9NX63	Biogrid
HEXIM1	PRKDC	O94992	P78527	Biogrid
HEXIM1	RAB1A	O94992	P62820	Biogrid
HEXIM1	RAB1B	O94992	Q9H0U4	Biogrid
HEXIM1	PTBP1	O94992	P26599	Biogrid
HEXIM1	SMARCE1	O94992	Q969G3	Biogrid
HEXIM1	EIF2S1	O94992	P05198	Biogrid
HEXIM1	UBE2M	O94992	P61081	Biogrid
HEXIM1	STK38L	O94992	Q9Y2H1	Biogrid
HEXIM1	RAB11A	O94992	P62491	Biogrid
HEXIM1	VARS	O94992	-	Biogrid
HEXIM1	EDC4	O94992	Q6P2E9	Biogrid
HEXIM1	KRT31	O94992	Q15323	Biogrid
HEXIM1	AMOT	O94992	Q4VCS5	Biogrid
HEXIM1	ATP5C1	O94992	-	Biogrid
HEXIM1	PSMB1	O94992	P20618	Biogrid
HEXIM1	SEC13	O94992	P55735	Biogrid
HEXIM1	SRP72	O94992	O76094	Biogrid
HEXIM1	DUT	O94992	P33316	Biogrid
HEXIM1	ATG16L1	O94992	Q676U5	Biogrid
PRDX3	CUL2	P30048	Q13617	Biogrid
PRDX3	FN1	P30048	P02751	Biogrid
PRDX3	PRDX3	P30048	P30048	Biogrid
PRDX3	CUL7	P30048	Q14999	Biogrid
PRDX3	SNCA	P30048	P37840	Biogrid
PRDX3	UBA5	P30048	Q9GZZ9	Biogrid
PRDX3	DLST	P30048	P36957	Biogrid
PRDX3	SOAT1	P30048	P35610	Biogrid
PRDX3	VDAC1	P30048	P21796	Biogrid
PRDX3	UBE2M	P30048	P61081	Biogrid
PRDX3	WDR76	P30048	Q9H967	Biogrid
PRDX3	AURKAIP1	P30048	Q9NWT8	Biogrid
PRDX3	PHB	P30048	P35232	Biogrid
nxf1	TNPO1	-	Q92973	Biogrid
CDK13	TERF1	Q14004	P54274	Biogrid
CDK13	EEF2	Q14004	P13639	Biogrid
CDK13	TUBA4A	Q14004	P68366	Biogrid
CDK13	IKBKG	Q14004	Q9Y6K9	Biogrid
PDZD11	TMEM17	Q5EBL8	Q86X19	Biogrid
VDAC1	ERH	P21796	P84090	Biogrid
VDAC1	SSRP1	P21796	Q08945	Biogrid
VDAC1	PARK2	P21796	-	Biogrid
VDAC1	IMMT	P21796	Q16891	Biogrid
VDAC1	PRKCE	P21796	Q02156	Biogrid
VDAC1	SNCA	P21796	P37840	Biogrid
VDAC1	UBC	P21796	P0CG48	Biogrid
VDAC1	MAPK1	P21796	P28482	Biogrid
VDAC1	TIAL1	P21796	Q01085	Biogrid
VDAC1	SPRTN	P21796	Q9H040	Biogrid
VDAC1	MOV10	P21796	Q9HCE1	Biogrid
VDAC1	NXF1	P21796	Q9UBU9	Biogrid
VDAC1	PHB	P21796	P35232	Biogrid
VDAC1	ABCC1	P21796	P33527	Biogrid
VDAC1	ATP5C1	P21796	-	Biogrid
VDAC1	UQCRB	P21796	P14927	Biogrid
VDAC1	RAB7A	P21796	P51149	Biogrid
VDAC1	GOLT1B	P21796	Q9Y3E0	Biogrid
VDAC1	Rab5c	P21796	-	Biogrid
VDAC1	SOAT1	P21796	P35610	Biogrid
VDAC1	XRCC6	P21796	P12956	Biogrid
VDAC1	MYL12A	P21796	P19105	Biogrid
VDAC1	CHCHD3	P21796	Q9NX63	Biogrid
VDAC1	SAP18	P21796	O00422	Biogrid
VDAC1	SPIN1	P21796	Q9Y657	Biogrid
VDAC1	HNRNPDL	P21796	O14979	Biogrid
VDAC1	HSP90B1	P21796	P14625	Biogrid
VDAC1	ETFA	P21796	P13804	Biogrid
VDAC1	SLC25A13	P21796	Q9UJS0	Biogrid
VDAC1	EEF2	P21796	P13639	Biogrid
VDAC1	TOP1	P21796	P11387	Biogrid
FBXW11	MAX	Q9UKB1	P61244	Biogrid
FBXW11	KPNA2	Q9UKB1	P52292	Biogrid
FBXW11	FBXW11	Q9UKB1	Q9UKB1	Biogrid
FBXW11	NFKBIA	Q9UKB1	P25963	Biogrid
FBXW11	ATG4B	Q9UKB1	Q9Y4P1	Biogrid
FBXW11	YAP1	Q9UKB1	P46937	Biogrid
FBXW11	EEF2K	Q9UKB1	O00418	Biogrid
FBXW11	NFKB1	Q9UKB1	P19838	Biogrid
FBXW11	NUAK2	Q9UKB1	Q9H093	Biogrid
FBXW11	STK3	Q9UKB1	Q13188	Biogrid
FBXW11	PFDN4	Q9UKB1	Q9NQP4	Biogrid
FBXW11	FOXN2	Q9UKB1	P32314	Biogrid
FBXW11	ILF3	Q9UKB1	Q12906	Biogrid
FBXW11	RASSF1	Q9UKB1	Q9NS23	Biogrid
FBXW11	HNRNPAB	Q9UKB1	Q99729	Biogrid
FBXW11	HNRNPH2	Q9UKB1	P55795	Biogrid
FBXW11	HNRNPDL	Q9UKB1	O14979	Biogrid
FBXW11	PLEKHH2	Q9UKB1	Q8IVE3	Biogrid
FBXW11	CSTF2T	Q9UKB1	Q9H0L4	Biogrid
FBXW11	GSK3B	Q9UKB1	P49841	Biogrid
FBXW11	AMBRA1	Q9UKB1	Q9C0C7	Biogrid
FBXW11	GEMIN5	Q9UKB1	Q8TEQ6	Biogrid
FBXW11	HECTD1	Q9UKB1	Q9ULT8	Biogrid
FBXW11	MOV10	Q9UKB1	Q9HCE1	Biogrid
FBXW11	GALK1	Q9UKB1	P51570	Biogrid
FBXW11	SF3B2	Q9UKB1	Q13435	Biogrid
FBXW11	WIZ	Q9UKB1	O95785	Biogrid
FBXW11	PSMC4	Q9UKB1	P43686	Biogrid
FBXW11	APP	Q9UKB1	P05067	Biogrid
FBXW11	YBX1	Q9UKB1	P67809	Biogrid
FBXW11	SHMT2	Q9UKB1	P34897	Biogrid
GSK3B	SNRNP70	P49841	P08621	Biogrid
GSK3B	MTOR	P49841	P42345	Biogrid
GSK3B	IGF2BP1	P49841	Q9NZI8	Biogrid
GSK3B	PRKAR2A	P49841	P13861	Biogrid
GSK3B	NFKB1	P49841	P19838	Biogrid
GSK3B	PTK2	P49841	Q05397	Biogrid
GSK3B	SMAD3	P49841	P84022	Biogrid
GSK3B	GSK3B	P49841	P49841	Biogrid
GSK3B	SMURF2	P49841	Q9HAU4	Biogrid
GSK3B	YBX1	P49841	P67809	Biogrid
GSK3B	YBX3	P49841	P16989	Biogrid
GSK3B	CSAD	P49841	Q9Y600	Biogrid
GSK3B	UBE2D1	P49841	P51668	Biogrid
GSK3B	MGEA5	P49841	-	Biogrid
GSK3B	ACTL6B	P49841	O94805	Biogrid
GSK3B	ARRB1	P49841	P49407	Biogrid
GSK3B	MAPT	P49841	P10636	Biogrid
GSK3B	HDAC6	P49841	Q9UBN7	Biogrid
GSK3B	APP	P49841	P05067	Biogrid
GSK3B	RASSF1	P49841	Q9NS23	Biogrid
GSK3B	NUB1	P49841	Q9Y5A7	Biogrid
GSK3B	SNCA	P49841	P37840	Biogrid
GSK3B	MAPK1	P49841	P28482	Biogrid
GSK3B	PRKDC	P49841	P78527	Biogrid
GSK3B	RELB	P49841	Q01201	Biogrid
GSK3B	SMAD1	P49841	Q15797	Biogrid
GSK3B	KLF2	P49841	Q9Y5W3	Biogrid
